,Customer_ID,prediccion,%_proba
175147,1229023,1.0,0.6445665909251429
175175,1229056,1.0,0.8121841276691295
175192,1229075,1.0,0.6293481488009536
175312,1229209,1.0,0.8189975508631583
175374,1229281,1.0,0.6948251809058809
175390,1229300,1.0,0.5316843989926159
175446,1229383,1.0,0.7172679167383341
175461,1229418,1.0,0.7166866849714446
175462,1229419,1.0,0.6719231759172264
175478,1229439,1.0,0.784310000646975
175479,1229442,1.0,0.8897751046096172
175480,1229443,1.0,0.5896252653520557
175489,1229455,1.0,0.7698087094689906
175506,1229477,1.0,0.5893329541086249
175527,1229504,1.0,0.5490318677331565
175680,1229687,1.0,0.625634670539786
175743,1229779,1.0,0.7267090173523807
175744,1229780,1.0,0.584488084149733
175753,1229793,1.0,0.657307924841036
175804,1229852,1.0,0.7332440228774721
175814,1229865,1.0,0.6980405270272495
175844,1229907,1.0,0.7493911071908272
175858,1229928,1.0,0.8144600701119421
175861,1229934,1.0,0.6860658504415836
175900,1229998,1.0,0.6861014250789015
175959,1230079,1.0,0.7629627688191082
175972,1230093,1.0,0.6761677987825074
175991,1230120,1.0,0.6429103602516246
175992,1230122,1.0,0.7265690782721096
176020,1230181,1.0,0.7917374960074273
176023,1230184,1.0,0.6951516869196713
176031,1230197,1.0,0.8369450841026702
176032,1230198,1.0,0.5156789733058662
176038,1230211,1.0,0.6282339310491378
176106,1230307,1.0,0.7875175098470317
176121,1230323,1.0,0.5756158038951347
176123,1230326,1.0,0.6809044075914478
176163,1230382,1.0,0.7142912766493225
176180,1230402,1.0,0.7251891014700795
176196,1230422,1.0,0.7619805422083076
176209,1230436,1.0,0.546365983767661
176258,1230563,1.0,0.602259151554453
176307,1230631,1.0,0.74859361863935
176322,1230647,1.0,0.5754627038637543
176411,1230756,1.0,0.6911707517150959
176441,1230787,1.0,0.6969085225546799
176453,1230799,1.0,0.644240091967371
176464,1230811,1.0,0.7334351560516256
176483,1230852,1.0,0.5564445235368478
176486,1230868,1.0,0.6294707805512325
176496,1230885,1.0,0.6195133792512063
176500,1230889,1.0,0.7801685601528046
176523,1230927,1.0,0.8827160350420374
176524,1230929,1.0,0.7219536816892511
176546,1230956,1.0,0.5765981010368999
176600,1231018,1.0,0.7164595645045586
176739,1231188,1.0,0.7314278157981542
176776,1231233,1.0,0.6984823256504998
176806,1231298,1.0,0.7044509648020141
176815,1231315,1.0,0.6984140350266687
176817,1231318,1.0,0.5655700475327461
176823,1231325,1.0,0.8147882648031858
176859,1231367,1.0,0.7411726937436299
176911,1231427,1.0,0.7116066381591555
176937,1231460,1.0,0.5611415435472958
176955,1231481,1.0,0.6749506847189822
176984,1231512,1.0,0.7380564560798684
177023,1231577,1.0,0.6553783806330358
177025,1231580,1.0,0.7537199605777665
177053,1231624,1.0,0.7487360368084673
177077,1231667,1.0,0.8467491963947953
177084,1231678,1.0,0.7374188806308075
177102,1231719,1.0,0.8175208864505062
177131,1231755,1.0,0.5482531822572068
177144,1231770,1.0,0.7431162477257335
177290,1231939,1.0,0.5316732597163288
177377,1232035,1.0,0.576152231087288
177386,1232055,1.0,0.866391884339876
177393,1232082,1.0,0.5849327902662437
177410,1232108,1.0,0.7753572900229944
177418,1232118,1.0,0.7314094226204098
177421,1232123,1.0,0.6970475998993579
177428,1232133,1.0,0.6244655263517641
177436,1232150,1.0,0.6734012937149397
177440,1232156,1.0,0.8012839934405228
177530,1232274,1.0,0.6927315281169082
177613,1232372,1.0,0.7180298177802535
177616,1232388,1.0,0.5996247671225867
177617,1232389,1.0,0.6776189770591367
177629,1232409,1.0,0.7126585543843814
177650,1232434,1.0,0.6987275902924314
177730,1232523,1.0,0.5434970317101188
177808,1232616,1.0,0.6110303910720061
177813,1232626,1.0,0.6339993678945298
177814,1232627,1.0,0.653582971480773
177821,1232640,1.0,0.5400029152947491
177861,1232689,1.0,0.5637235859077332
177895,1232730,1.0,0.8152498274726698
177911,1232750,1.0,0.7283028904663016
177996,1232846,1.0,0.6683437517265083
178011,1232864,1.0,0.6701705019697118
178039,1232895,1.0,0.769965736336267
178056,1232914,1.0,0.5046884156240037
178057,1232916,1.0,0.7716548953884296
178074,1232935,1.0,0.68042200360406
178078,1232954,1.0,0.6058526061756007
178081,1232961,1.0,0.6240263229391358
178090,1232996,1.0,0.5965826549685836
178093,1232999,1.0,0.7749250434733026
178102,1233016,1.0,0.5063950650766522
178104,1233019,1.0,0.7227983863273878
178120,1233052,1.0,0.7141826966353592
178123,1233056,1.0,0.6777966345605816
178128,1233066,1.0,0.6900878308924971
178178,1233124,1.0,0.5875094886608729
178215,1233165,1.0,0.6364136587525732
178303,1233264,1.0,0.6400527692258701
178325,1233291,1.0,0.7206261082506323
178326,1233292,1.0,0.7089596331959837
178382,1233389,1.0,0.6827718380292324
178396,1233413,1.0,0.7278607722867168
178474,1233510,1.0,0.9128806210101329
178558,1233645,1.0,0.5856214774566285
178572,1233666,1.0,0.6197595691194226
178587,1233685,1.0,0.7317341813403418
178594,1233703,1.0,0.5283457050538514
178608,1233722,1.0,0.5031984421721208
178610,1233725,1.0,0.6159040820697388
178627,1233749,1.0,0.5018112995614395
178630,1233755,1.0,0.5128396677143804
178648,1233778,1.0,0.7174735583175942
178654,1233789,1.0,0.7374127918113758
178686,1233830,1.0,0.5497042478974112
178759,1233913,1.0,0.7478368114975229
178794,1233958,1.0,0.5071099616868385
178795,1233960,1.0,0.7048660219248657
178800,1233968,1.0,0.7731831045489078
178809,1233994,1.0,0.5095216140360144
178823,1234015,1.0,0.6806200684094234
178839,1234043,1.0,0.6887089805729067
178840,1234047,1.0,0.7272408779705204
178916,1234149,1.0,0.5070894079354535
178922,1234163,1.0,0.5857284854013849
178937,1234182,1.0,0.6978523514944952
178939,1234187,1.0,0.8742173849148264
178950,1234205,1.0,0.6386366870754413
178953,1234208,1.0,0.5142718054327763
178955,1234213,1.0,0.7028957165056107
179005,1234289,1.0,0.6149129623752304
179008,1234292,1.0,0.6145064186881866
179024,1234313,1.0,0.621124786857089
179031,1234327,1.0,0.5383489682471527
179033,1234330,1.0,0.6997264657394875
179050,1234366,1.0,0.7516372988668288
179076,1234419,1.0,0.7243866128448586
179082,1234431,1.0,0.5520220031281619
179093,1234450,1.0,0.7068594627351623
179101,1234466,1.0,0.5648054057034194
179108,1234479,1.0,0.5971016267629344
179119,1234496,1.0,0.5212323094500467
179134,1234540,1.0,0.6452624071904549
179148,1234559,1.0,0.6571238467522752
179187,1234625,1.0,0.6589492143459
179198,1234643,1.0,0.8531892089125163
179234,1234698,1.0,0.5027473851742337
179255,1234738,1.0,0.587487945597005
179266,1234755,1.0,0.8250754274619784
179274,1234781,1.0,0.7512320883076149
179278,1234788,1.0,0.5293549684161726
179288,1234804,1.0,0.7507349159377926
179293,1234813,1.0,0.7418893955342694
179295,1234819,1.0,0.6253831300436944
179296,1234820,1.0,0.6922274128866373
179298,1234822,1.0,0.7416097319509171
179300,1234825,1.0,0.7597594838857391
179314,1234857,1.0,0.523215230148671
179317,1234864,1.0,0.8474542696866599
179322,1234871,1.0,0.6455116855449703
179333,1234891,1.0,0.5161296719433114
179341,1234901,1.0,0.6120002706841771
179345,1234907,1.0,0.6694189216848234
179378,1234964,1.0,0.6936954181719595
179381,1234973,1.0,0.7486776098349097
179382,1234975,1.0,0.7715226399848469
179396,1234997,1.0,0.6144891839973047
179402,1235009,1.0,0.6204015232658113
179407,1235020,1.0,0.750750925080202
179422,1235044,1.0,0.508089906511983
179433,1235068,1.0,0.7059692434673487
179444,1235089,1.0,0.768790572127507
179451,1235099,1.0,0.7373411628585135
179454,1235108,1.0,0.7286383687281812
179494,1235174,1.0,0.5137741096695101
179520,1235215,1.0,0.5646269534605707
179522,1235221,1.0,0.7247608247344174
179553,1235273,1.0,0.5154306675777617
179556,1235276,1.0,0.778552425500103
179559,1235281,1.0,0.6910237848621478
179561,1235286,1.0,0.5676036091233116
179583,1235332,1.0,0.6346324333631344
179586,1235339,1.0,0.7219524384467215
179598,1235360,1.0,0.6070282692888423
179600,1235363,1.0,0.7700035071265183
179611,1235383,1.0,0.661511052842884
179620,1235397,1.0,0.705429347214564
179624,1235402,1.0,0.8919629708334326
179660,1235458,1.0,0.8004501045334673
179743,1235548,1.0,0.5785452311102776
179860,1235677,1.0,0.5946517078711716
180017,1235845,1.0,0.7237577396856496
180138,1235977,1.0,0.712338572972855
180185,1236039,1.0,0.7935400371704052
180186,1236040,1.0,0.5065358241265406
180310,1236179,1.0,0.9125178522776332
180435,1236331,1.0,0.7826808848862353
180444,1236345,1.0,0.7726972816446038
180454,1236361,1.0,0.7387765229463576
180467,1236379,1.0,0.7806580417886579
180486,1236411,1.0,0.5067980634416399
180491,1236423,1.0,0.5155338593213226
180513,1236462,1.0,0.7433384020889726
180523,1236480,1.0,0.6316358300443102
180528,1236487,1.0,0.7226313966617804
180531,1236491,1.0,0.6293863530231553
180533,1236493,1.0,0.7659069919707938
180601,1236605,1.0,0.7102770122005685
180621,1236633,1.0,0.7032984072728288
180623,1236636,1.0,0.635245025771515
180625,1236640,1.0,0.833407073878038
180626,1236641,1.0,0.524773536203755
180628,1236645,1.0,0.6758743031480556
180636,1236671,1.0,0.5055762889924382
180640,1236683,1.0,0.5741326239473824
180651,1236700,1.0,0.7012115710178325
180654,1236708,1.0,0.5698033880862037
180657,1236711,1.0,0.70729136222664
180665,1236720,1.0,0.8154127507001165
180666,1236722,1.0,0.7201546475238159
180673,1236730,1.0,0.5187990751018082
180679,1236744,1.0,0.537772500581994
180699,1236786,1.0,0.6769526243131645
180705,1236796,1.0,0.5013908088973731
180710,1236805,1.0,0.7171539708476277
180757,1236865,1.0,0.7115906256936817
180800,1236930,1.0,0.5409769567795946
180843,1236978,1.0,0.8535509497242633
180871,1237037,1.0,0.6337882902169315
180873,1237040,1.0,0.654928757161991
180880,1237050,1.0,0.7584889059011117
180883,1237053,1.0,0.6364364192133557
180899,1237073,1.0,0.6635636478149922
180914,1237100,1.0,0.663373940833067
180931,1237127,1.0,0.6923797546719644
180956,1237162,1.0,0.6296716722525811
180973,1237187,1.0,0.5250167947754234
181019,1237236,1.0,0.7563916438558779
181025,1237244,1.0,0.5075655601343604
181031,1237252,1.0,0.7127174406458735
181042,1237272,1.0,0.5041625727215043
181063,1237307,1.0,0.5246689595796401
181076,1237326,1.0,0.6574305306857853
181104,1237386,1.0,0.8403946223715492
181128,1237423,1.0,0.8223533087700483
181134,1237432,1.0,0.6553806925916787
181142,1237445,1.0,0.6016135516257822
181153,1237464,1.0,0.6068950134619552
181156,1237470,1.0,0.6685768663809498
181159,1237473,1.0,0.6749159194849823
181163,1237480,1.0,0.6943467185658972
181167,1237485,1.0,0.839335211191659
181196,1237532,1.0,0.6997453002087435
181201,1237543,1.0,0.8229763632505857
181212,1237560,1.0,0.5027697876414936
181223,1237582,1.0,0.8118618742118744
181237,1237609,1.0,0.546369729771666
181246,1237627,1.0,0.7574365444779825
181248,1237630,1.0,0.724182972028465
181274,1237672,1.0,0.6796825336894103
181304,1237717,1.0,0.7176349275371462
181331,1237760,1.0,0.6302583394552023
181352,1237800,1.0,0.8477403726870072
181361,1237813,1.0,0.6756182219991588
181376,1237838,1.0,0.679536118834829
181388,1237860,1.0,0.5131133549730575
181389,1237861,1.0,0.5167632556570748
181397,1237871,1.0,0.6715582228437078
181408,1237895,1.0,0.7279916688062695
181427,1237942,1.0,0.5053891711965025
181429,1237946,1.0,0.6800305749789622
181447,1237984,1.0,0.6294329377647578
181463,1238013,1.0,0.7934937947421412
181497,1238070,1.0,0.8116792255645923
181498,1238072,1.0,0.8042581766883604
181503,1238081,1.0,0.7897019907442225
181516,1238105,1.0,0.7862141296539531
181526,1238122,1.0,0.5785733267581422
181528,1238124,1.0,0.7088110090087986
181555,1238166,1.0,0.7419694462911162
181573,1238214,1.0,0.6865250256191191
181598,1238255,1.0,0.673526722783916
181618,1238285,1.0,0.7019405071229068
181621,1238288,1.0,0.6361933665942557
181631,1238302,1.0,0.5911588566196252
181637,1238314,1.0,0.7176259916668283
181645,1238328,1.0,0.5425615222140246
181650,1238341,1.0,0.9024144389014805
181653,1238346,1.0,0.6977160856874767
181655,1238356,1.0,0.6381837733345306
181681,1238405,1.0,0.7721241673043455
181697,1238439,1.0,0.7288984006399626
181699,1238443,1.0,0.7544774851255553
181711,1238464,1.0,0.7340424494568111
181764,1238548,1.0,0.6717194448907108
181771,1238558,1.0,0.7176111878695529
181775,1238563,1.0,0.7570383988116584
181779,1238573,1.0,0.8149664931207214
181786,1238586,1.0,0.6885926914469109
181788,1238591,1.0,0.5639414032410653
181789,1238592,1.0,0.5976512480443777
181795,1238614,1.0,0.888953176503014
181803,1238637,1.0,0.7194354083969381
181838,1238704,1.0,0.8070090280627872
181839,1238705,1.0,0.7619726521015175
181844,1238716,1.0,0.8599598998013861
181863,1238745,1.0,0.6707456803112437
181870,1238757,1.0,0.7297021292124305
181883,1238793,1.0,0.6158147889708916
181890,1238810,1.0,0.5444567652934611
181892,1238814,1.0,0.5068076091157524
181895,1238818,1.0,0.8104431985452045
181897,1238821,1.0,0.7467713396739835
181918,1238861,1.0,0.7095669332855178
181931,1238887,1.0,0.7261330140705463
181933,1238889,1.0,0.5721974312005557
181935,1238891,1.0,0.536485653634508
181964,1238941,1.0,0.7908778518565112
181971,1238951,1.0,0.7087266372756923
181973,1238954,1.0,0.7578024669559542
181993,1238986,1.0,0.7683294123871951
182012,1239014,1.0,0.8159275474193991
182031,1239041,1.0,0.7966590354752441
182034,1239044,1.0,0.6539546440455536
182055,1239085,1.0,0.5027727395571131
182058,1239092,1.0,0.6730506284198912
182067,1239104,1.0,0.844947417711539
182068,1239107,1.0,0.7807004318757489
182100,1239151,1.0,0.5460733134165486
182106,1239160,1.0,0.7234757512996911
182112,1239170,1.0,0.7502063473550659
182114,1239174,1.0,0.8633542884436002
182121,1239198,1.0,0.7758980109641846
182137,1239224,1.0,0.7239400144800674
182139,1239229,1.0,0.7788326087860387
182143,1239235,1.0,0.7355680114803084
182148,1239241,1.0,0.6819747304245729
182160,1239261,1.0,0.6800867124586101
182166,1239273,1.0,0.525211613770481
182174,1239284,1.0,0.6523740006122964
182198,1239325,1.0,0.6759529886385017
182232,1239378,1.0,0.716619472834098
182238,1239388,1.0,0.7416869579341882
182244,1239397,1.0,0.759981144441685
182256,1239419,1.0,0.7162119712365661
182266,1239445,1.0,0.7349225052747923
182277,1239464,1.0,0.5511645705586319
182290,1239479,1.0,0.5011992092664221
182293,1239482,1.0,0.6053550738350927
182303,1239497,1.0,0.6475783447190612
182337,1239549,1.0,0.512834743775001
182339,1239552,1.0,0.5044018415927923
182346,1239563,1.0,0.7154076029621199
182348,1239567,1.0,0.744733305358136
182352,1239571,1.0,0.5510538792071572
182379,1239611,1.0,0.6381943962599238
182410,1239687,1.0,0.7015667656268556
182421,1239704,1.0,0.6267004427285706
182436,1239730,1.0,0.5413895082635775
182441,1239741,1.0,0.6026368534399189
182446,1239757,1.0,0.7339844303017572
182450,1239762,1.0,0.6148320711062302
182486,1239820,1.0,0.7707557554937272
182500,1239836,1.0,0.7717032814134267
182503,1239839,1.0,0.7366059854521203
182513,1239861,1.0,0.5709673293663224
182520,1239883,1.0,0.6774908762475064
182535,1239909,1.0,0.7394525020233492
182545,1239927,1.0,0.7005800836983848
182547,1239931,1.0,0.7323607432118969
182551,1239942,1.0,0.5050753934138171
182580,1240003,1.0,0.7023282002171954
182582,1240006,1.0,0.6053403104635662
182588,1240016,1.0,0.7555702936034124
182609,1240050,1.0,0.7811396691936772
182632,1240105,1.0,0.5157909886764402
182634,1240108,1.0,0.5995577259860372
182636,1240111,1.0,0.5523283534578594
182651,1240145,1.0,0.7908659714422072
182668,1240175,1.0,0.6567436005880084
182676,1240191,1.0,0.5627856266050102
182678,1240194,1.0,0.7028709221947188
182692,1240215,1.0,0.784572313978591
182719,1240251,1.0,0.7215735761448903
182759,1240314,1.0,0.7264074272496036
182764,1240325,1.0,0.9051052965884687
182772,1240339,1.0,0.7665585447750173
182792,1240375,1.0,0.5086774220080855
182793,1240376,1.0,0.5000387410536928
182800,1240386,1.0,0.695065397541687
182804,1240394,1.0,0.6758685641899984
182825,1240450,1.0,0.5975283287972394
182841,1240478,1.0,0.5324015342647419
182844,1240483,1.0,0.6202067511853804
182850,1240491,1.0,0.5249275451226197
182861,1240511,1.0,0.753071873935512
182870,1240527,1.0,0.5011467514233173
182884,1240555,1.0,0.7882088827915398
182891,1240574,1.0,0.803977611112351
182901,1240593,1.0,0.6748247200907499
182918,1240623,1.0,0.7443120479192702
182923,1240632,1.0,0.7177743039394393
182935,1240660,1.0,0.5728957170728469
182941,1240677,1.0,0.784547389798363
182953,1240694,1.0,0.6632925807349368
182966,1240713,1.0,0.5695616717359671
182973,1240724,1.0,0.7148219174209882
182979,1240733,1.0,0.5239662032155705
182995,1240766,1.0,0.760043413885372
183014,1240801,1.0,0.6896829957769303
183024,1240816,1.0,0.6511968038860575
183039,1240844,1.0,0.6811545331111944
183056,1240874,1.0,0.6561659761311913
183058,1240881,1.0,0.9044657873536767
183082,1240931,1.0,0.7228963992416737
183088,1240939,1.0,0.7576978276606547
183119,1240995,1.0,0.7103956972658816
183125,1241003,1.0,0.7539602710780141
183140,1241028,1.0,0.6436604726544377
183141,1241029,1.0,0.7320026832872993
183184,1241106,1.0,0.6209738225949498
183196,1241124,1.0,0.7717870341966824
183206,1241142,1.0,0.532331566684879
183207,1241143,1.0,0.520401998921356
183219,1241164,1.0,0.7953412791007524
183227,1241176,1.0,0.7032471050839801
183231,1241180,1.0,0.8910149816301933
183233,1241182,1.0,0.6186446570837195
183302,1241318,1.0,0.7862109525807077
183311,1241332,1.0,0.704664073462163
183326,1241363,1.0,0.7954377036047974
183340,1241384,1.0,0.7433887216990063
183386,1241459,1.0,0.7646246622445586
183405,1241494,1.0,0.5299011965038071
183428,1241533,1.0,0.7804767989297893
183457,1241583,1.0,0.7436306315809452
183470,1241601,1.0,0.6987400010566032
183484,1241655,1.0,0.8235253284273278
183488,1241662,1.0,0.6756849171928534
183496,1241675,1.0,0.721333645385829
183515,1241705,1.0,0.7519611761859668
183541,1241752,1.0,0.5506113796519893
183544,1241757,1.0,0.7484450966329381
183546,1241759,1.0,0.7203359589020795
183561,1241783,1.0,0.6337089720913511
183581,1241820,1.0,0.5540661776665825
183583,1241824,1.0,0.8215482475653029
183605,1241862,1.0,0.5626902870769294
183648,1241952,1.0,0.5042521470061894
183702,1242040,1.0,0.5707985171366402
183707,1242047,1.0,0.6415802733231265
183727,1242088,1.0,0.7364632942078941
183733,1242096,1.0,0.5251539343135063
183753,1242131,1.0,0.529794046386945
183783,1242182,1.0,0.6896784714169524
183795,1242200,1.0,0.675992386914207
183807,1242225,1.0,0.8249933400399274
183812,1242231,1.0,0.6082570485551394
183829,1242261,1.0,0.5405785200963313
183856,1242304,1.0,0.5275771346699702
183859,1242311,1.0,0.5955069651402545
183878,1242339,1.0,0.7320535754593228
183879,1242341,1.0,0.6921237753127444
183909,1242398,1.0,0.657730108104471
183930,1242440,1.0,0.5268021067858639
183983,1242532,1.0,0.6438427577204124
184059,1242672,1.0,0.6662988634447344
184096,1242725,1.0,0.6549245171853713
184130,1242790,1.0,0.5934073876840171
184131,1242793,1.0,0.7095877444742047
184134,1242800,1.0,0.7319453398198247
184145,1242818,1.0,0.5887026194903885
184160,1242845,1.0,0.8847328692545944
184163,1242848,1.0,0.8835507017283897
184164,1242849,1.0,0.6071194683891505
184195,1242909,1.0,0.6948817715664752
184201,1242920,1.0,0.6617960801204186
184209,1242936,1.0,0.672981436093955
184214,1242946,1.0,0.7214486855383273
184215,1242948,1.0,0.5729855106574848
184230,1242985,1.0,0.7022332483418027
184248,1243018,1.0,0.5854104233417164
184258,1243031,1.0,0.5789212169052631
184276,1243060,1.0,0.7048740153721993
184296,1243090,1.0,0.6210132418282218
184326,1243130,1.0,0.7192372919364101
184333,1243140,1.0,0.5624485005612967
184341,1243159,1.0,0.6208436956653262
184342,1243162,1.0,0.570457807321807
184350,1243200,1.0,0.6307188640217355
184361,1243217,1.0,0.6746307842998953
184374,1243236,1.0,0.6588177291006034
184375,1243239,1.0,0.514183423772694
184383,1243253,1.0,0.8617146898892346
184388,1243261,1.0,0.7105843855998679
184392,1243271,1.0,0.902536067208933
184420,1243319,1.0,0.7311579126467425
184442,1243356,1.0,0.5003175010006643
184446,1243363,1.0,0.8211716488894463
184448,1243365,1.0,0.5729789868645128
184460,1243395,1.0,0.7895669918223036
184475,1243447,1.0,0.6751072644107048
184500,1243490,1.0,0.5692059530970885
184528,1243540,1.0,0.8485959307981304
184533,1243549,1.0,0.6467847123588367
184543,1243562,1.0,0.7257008763954474
184556,1243580,1.0,0.7365939606505756
184560,1243586,1.0,0.814266543448424
184569,1243607,1.0,0.8163343617694285
184570,1243608,1.0,0.6540233093627326
184588,1243644,1.0,0.5121034251788277
184601,1243661,1.0,0.6439620275715042
184610,1243675,1.0,0.6152973402976961
184620,1243697,1.0,0.7854186447522898
184630,1243720,1.0,0.889856024899385
184671,1243801,1.0,0.5885105862228154
184673,1243804,1.0,0.5730068071043692
184675,1243811,1.0,0.5489310599557116
184698,1243862,1.0,0.825011790640713
184736,1243934,1.0,0.6078641240196109
184748,1243959,1.0,0.5011569929417021
184796,1244049,1.0,0.7383261932309474
184800,1244055,1.0,0.5136585222834497
184807,1244064,1.0,0.9396795724314042
184822,1244089,1.0,0.620900551912859
184834,1244110,1.0,0.6713456342805729
184845,1244136,1.0,0.5075472987369014
184848,1244144,1.0,0.5398657734109282
184856,1244156,1.0,0.7230318347373055
184861,1244163,1.0,0.529285691803007
184862,1244164,1.0,0.5333972661334615
184876,1244190,1.0,0.7454888708321927
184929,1244271,1.0,0.5490010456608795
184965,1244330,1.0,0.7176957340278939
184973,1244345,1.0,0.548652820304568
184988,1244379,1.0,0.7873249834330949
185002,1244399,1.0,0.7399707331107211
185027,1244448,1.0,0.5977043127257057
185058,1244503,1.0,0.723656647590492
185089,1244579,1.0,0.6540244839737367
185091,1244583,1.0,0.6199120918419632
185092,1244588,1.0,0.6865331013099676
185093,1244590,1.0,0.7621319433952659
185100,1244600,1.0,0.7630240593985843
185104,1244606,1.0,0.7260680207300714
185120,1244630,1.0,0.7169533977869306
185129,1244648,1.0,0.5541677291577085
185137,1244663,1.0,0.6802846357049137
185138,1244666,1.0,0.6717471125213058
185170,1244719,1.0,0.588081042386769
185179,1244732,1.0,0.6203985291686899
185183,1244739,1.0,0.5144148047542406
185188,1244750,1.0,0.7465766566594664
185197,1244777,1.0,0.7006550531454561
185198,1244783,1.0,0.7029661426754773
185199,1244792,1.0,0.7563984184864118
185203,1244799,1.0,0.5233855631890522
185223,1244841,1.0,0.6878951907177946
185226,1244847,1.0,0.754923427099865
185235,1244858,1.0,0.7124040216320333
185237,1244861,1.0,0.752181959844279
185257,1244892,1.0,0.5274792914443243
185259,1244894,1.0,0.7133515091860262
185274,1244914,1.0,0.8727425385609104
185290,1244945,1.0,0.8010970732134474
185293,1244948,1.0,0.7911038893579798
185314,1245011,1.0,0.6677459719128156
185374,1245115,1.0,0.5103316159424248
185375,1245118,1.0,0.7318694414971639
185390,1245138,1.0,0.6438630975973308
185414,1245178,1.0,0.689580876927182
185498,1245311,1.0,0.5911878907771175
185503,1245330,1.0,0.8491056764134499
185504,1245334,1.0,0.7606874314773233
185510,1245351,1.0,0.6667317208095087
185516,1245357,1.0,0.8005422422503596
185522,1245368,1.0,0.5453198066385994
185523,1245369,1.0,0.7528540614099123
185529,1245378,1.0,0.8939774432769704
185530,1245381,1.0,0.6820808961513882
185543,1245408,1.0,0.7069834163514779
185554,1245430,1.0,0.7892007825941814
185572,1245452,1.0,0.5977640553131216
185646,1245593,1.0,0.809068062991435
185655,1245605,1.0,0.7480290326654648
185700,1245689,1.0,0.756355529296997
185716,1245716,1.0,0.7703094655085766
185721,1245721,1.0,0.5155081319857625
185732,1245752,1.0,0.7379275747777694
185761,1245796,1.0,0.8670892300584931
185772,1245809,1.0,0.6268567764328157
185802,1245860,1.0,0.6756967057837158
185805,1245864,1.0,0.6898658861076717
185811,1245873,1.0,0.6488401677846608
185812,1245875,1.0,0.6290674658803056
185837,1245915,1.0,0.5150752333600944
185895,1246019,1.0,0.7138342276573282
185904,1246034,1.0,0.7115414703230271
185916,1246049,1.0,0.5409400784272653
185928,1246064,1.0,0.7773261917343129
185941,1246083,1.0,0.5544198851394904
185973,1246177,1.0,0.6364295818954766
185978,1246188,1.0,0.8104224034245259
185982,1246192,1.0,0.7501024973078334
186021,1246259,1.0,0.569185052210161
186022,1246261,1.0,0.7434403384461766
186054,1246306,1.0,0.738810079880899
186062,1246319,1.0,0.524862739879673
186066,1246326,1.0,0.7469579967457726
186067,1246327,1.0,0.7163788525995148
186072,1246336,1.0,0.6338121233894122
186085,1246360,1.0,0.5467661805100967
186107,1246411,1.0,0.5752133215463766
186129,1246457,1.0,0.7104278825958686
186137,1246489,1.0,0.758804065379179
186174,1246551,1.0,0.7295274755639022
186176,1246553,1.0,0.6660715030258795
186179,1246558,1.0,0.6324157620324183
186203,1246594,1.0,0.6755503291085511
186228,1246634,1.0,0.5052820870673285
186242,1246652,1.0,0.6880358948114951
186246,1246658,1.0,0.7764242949674323
186257,1246678,1.0,0.7599350298745083
186263,1246690,1.0,0.6688578488856992
186268,1246706,1.0,0.5165063299391222
186269,1246711,1.0,0.6563726297204534
186275,1246718,1.0,0.7083091268795558
186288,1246740,1.0,0.8288986365453733
186298,1246758,1.0,0.6885221559337261
186310,1246774,1.0,0.7500736217285893
186321,1246796,1.0,0.8145657760461688
186331,1246811,1.0,0.7508238248745949
186351,1246844,1.0,0.7244743336229503
186358,1246861,1.0,0.8750222453798276
186402,1246952,1.0,0.6552727753946326
186403,1246963,1.0,0.5680974615672509
186404,1246971,1.0,0.5315209915224242
186408,1246978,1.0,0.7379812478916908
186418,1247002,1.0,0.7004175025708208
186422,1247010,1.0,0.6777870627286824
186436,1247032,1.0,0.7552372868846463
186442,1247041,1.0,0.5077490438145231
186449,1247051,1.0,0.747071211987554
186475,1247104,1.0,0.5168772489459071
186486,1247125,1.0,0.6416387134192959
186489,1247131,1.0,0.8204057889324958
186495,1247138,1.0,0.7860897531179618
186503,1247161,1.0,0.7924581080153786
186507,1247174,1.0,0.7155163291077843
186533,1247220,1.0,0.7012960558226108
186585,1247309,1.0,0.6914286729283122
186591,1247318,1.0,0.7733567159726861
186594,1247321,1.0,0.7600551166341952
186605,1247447,1.0,0.8506059569676947
186635,1247499,1.0,0.8474427336427811
186648,1247520,1.0,0.6508296894270565
186668,1247545,1.0,0.6857848979232054
186685,1247571,1.0,0.6734599003338086
186690,1247576,1.0,0.7113693540367666
186712,1247611,1.0,0.783243311228186
186722,1247627,1.0,0.7576822958973802
186725,1247631,1.0,0.630173719015743
186743,1247656,1.0,0.7357244688811241
186745,1247659,1.0,0.8238962990323567
186760,1247686,1.0,0.5873139705369107
186774,1247709,1.0,0.7998344760189191
186777,1247715,1.0,0.5834275803835159
186779,1247717,1.0,0.7060176919221152
186804,1247758,1.0,0.6765098461106617
186817,1247780,1.0,0.6069684554562281
186827,1247825,1.0,0.5842546359974667
186831,1247830,1.0,0.6825314753333458
186848,1247855,1.0,0.5147673142360077
186867,1247888,1.0,0.5969383549085546
186868,1247891,1.0,0.7384389512588266
186890,1247930,1.0,0.7125504312380571
186894,1247934,1.0,0.5212797994651105
186896,1247936,1.0,0.6712438907627116
186919,1247981,1.0,0.6150865595975851
186935,1248029,1.0,0.7556935605895233
186961,1248075,1.0,0.6702934377743796
186972,1248089,1.0,0.8033318737911398
186974,1248094,1.0,0.6364702929670517
186976,1248099,1.0,0.5799956285354128
186980,1248103,1.0,0.7097148220759429
